"","elev_zone","layer","date","lst"
"3985","701-800",5,"2010_04_15",39.6810608
"3986","701-800",5,"2010_04_23",38.583239
"3987","701-800",5,"2010_05_01",35.4485856
"3988","701-800",5,"2010_05_09",39.5623904
"3989","701-800",5,"2010_05_17",42.0191655
"3990","701-800",5,"2010_05_25",41.1488967
"3991","701-800",5,"2010_06_02",35.7379491
"3992","701-800",5,"2010_06_10",35.68157
"3993","701-800",5,"2010_06_18",35.5684158
"3994","701-800",5,"2010_06_26",31.1212588
"3995","701-800",5,"2010_07_04",28.3050778
"3996","701-800",5,"2010_07_12",28.120099
"3997","701-800",5,"2010_07_20",25.2211748
"3998","701-800",5,"2010_07_28",28.6725
"3999","701-800",5,"2010_08_05",30.35
"4000","701-800",5,"2010_08_21",26.024891
"4001","701-800",5,"2010_08_29",NA
"4002","701-800",5,"2010_09_06",26.13
"4003","701-800",5,"2010_09_14",NA
"4004","701-800",5,"2010_09_22",27.5293777
"4005","701-800",5,"2010_09_30",26.9122631
"4006","701-800",5,"2010_10_08",26.860976
"4007","701-800",5,"2010_10_16",26.9419378
"4008","701-800",5,"2010_10_24",24.1001839
"4009","701-800",5,"2010_11_01",24.550198
"4010","701-800",5,"2010_11_09",23.9749788
"4011","701-800",5,"2010_11_17",22.1983168
"4012","701-800",5,"2010_11_25",20.5763932
"4013","701-800",5,"2010_12_03",19.5365064
"4014","701-800",5,"2010_12_11",18.5031825
"4015","701-800",5,"2010_12_19",17.5251909
"4016","701-800",5,"2010_12_27",9.6193165
"4017","701-800",5,"2011_01_01",11.5849929
"4018","701-800",5,"2011_01_09",14.3888967
"4019","701-800",5,"2011_01_17",17.0303395
"4020","701-800",5,"2011_01_25",17.4640028
"4021","701-800",5,"2011_02_02",19.4664074
"4022","701-800",5,"2011_02_10",17.5954314
"4023","701-800",5,"2011_02_18",18.9151202
"4024","701-800",5,"2011_02_26",21.3086421
"4025","701-800",5,"2011_03_06",25.3189392
"4026","701-800",5,"2011_03_14",26.9892645
"4027","701-800",5,"2011_03_22",30.6214569
"4028","701-800",5,"2011_03_30",29.9652192
"4029","701-800",5,"2011_04_07",31.3014286
"4030","701-800",5,"2011_04_15",32.7969307
"4031","701-800",5,"2011_04_23",34.6807214
"4032","701-800",5,"2011_05_01",34.8354031
"4033","701-800",5,"2011_05_09",39.9823621
"4034","701-800",5,"2011_05_17",32.9055304
"4035","701-800",5,"2011_05_25",33.0493211
"4036","701-800",5,"2011_06_02",33.0959406
"4037","701-800",5,"2011_06_10",28.153338
"4038","701-800",5,"2011_06_18",29.6756011
"4039","701-800",5,"2011_06_26",28.0430976
"4040","701-800",5,"2011_07_04",28.3569024
"4041","701-800",5,"2011_07_12",28.1547525
"4042","701-800",5,"2011_07_28",25.50416
"4043","701-800",5,"2011_08_05",22.115
"4044","701-800",5,"2011_08_13",NA
"4045","701-800",5,"2011_08_29",28.4932532
"4046","701-800",5,"2011_09_06",27.7027273
"4047","701-800",5,"2011_09_14",27.2017397
"4048","701-800",5,"2011_09_22",27.4574399
"4049","701-800",5,"2011_09_30",26.8919519
"4050","701-800",5,"2011_10_08",28.2458416
"4051","701-800",5,"2011_10_16",26.5742716
"4052","701-800",5,"2011_10_24",24.6629279
"4053","701-800",5,"2011_11_01",23.9280198
"4054","701-800",5,"2011_11_09",23.5251909
"4055","701-800",5,"2011_11_17",23.0845969
"4056","701-800",5,"2011_11_25",21.7664356
"4057","701-800",5,"2011_12_03",21.6996181
"4058","701-800",5,"2011_12_11",17.1776662
"4059","701-800",5,"2011_12_19",17.589802
"4060","701-800",5,"2011_12_27",19.4053041
"4061","701-800",5,"2012_01_01",16.93314
"4062","701-800",5,"2012_01_09",13.8937341
"4063","701-800",5,"2012_01_17",17.7451627
"4064","701-800",5,"2012_01_25",17.5407496
"4065","701-800",5,"2012_02_02",17.0543564
"4066","701-800",5,"2012_02_10",18.1948656
"4067","701-800",5,"2012_02_18",22.1516407
"4068","701-800",5,"2012_02_26",22.7893211
"4069","701-800",5,"2012_03_05",22.8757992
"4070","701-800",5,"2012_03_13",27.1877935
"4071","701-800",5,"2012_03_21",29.7742999
"4072","701-800",5,"2012_03_29",31.4016832
"4073","701-800",5,"2012_04_06",31.9675672
"4074","701-800",5,"2012_04_14",31.3073975
"4075","701-800",5,"2012_04_22",32.3282461
"4076","701-800",5,"2012_04_30",35.0967327
"4077","701-800",5,"2012_05_08",36.2480198
"4078","701-800",5,"2012_05_16",37.3449364
"4079","701-800",5,"2012_05_24",41.0841443
"4080","701-800",5,"2012_06_01",37.5750071
"4081","701-800",5,"2012_06_09",41.1655587
"4082","701-800",5,"2012_06_17",39.0507921
"4083","701-800",5,"2012_06_25",38.0095757
"4084","701-800",5,"2012_07_03",NA
"4085","701-800",5,"2012_07_11",28.8623404
"4086","701-800",5,"2012_07_19",30.8995332
"4087","701-800",5,"2012_07_27",26.5933491
"4088","701-800",5,"2012_08_04",25.5855362
"4089","701-800",5,"2012_08_12",26.4609677
"4090","701-800",5,"2012_08_28",26.7113617
"4091","701-800",5,"2012_09_05",26.8013154
"4092","701-800",5,"2012_09_13",NA
"4093","701-800",5,"2012_09_21",27.7319802
"4094","701-800",5,"2012_09_29",27.5963932
"4095","701-800",5,"2012_10_07",26.3853607
"4096","701-800",5,"2012_10_15",24.8060396
"4097","701-800",5,"2012_10_23",24.2301414
"4098","701-800",5,"2012_10_31",24.0614003
"4099","701-800",5,"2012_11_08",22.5001273
"4100","701-800",5,"2012_11_16",22.1514427
"4101","701-800",5,"2012_11_24",20.2588826
"4102","701-800",5,"2012_12_02",19.7502263
"4103","701-800",5,"2012_12_10",17.3045403
"4104","701-800",5,"2012_12_18",17.6046535
"4105","701-800",5,"2012_12_26",14.4645403
"4106","701-800",5,"2013_01_01",12.9845686
"4107","701-800",5,"2013_01_09",18.8105941
"4108","701-800",5,"2013_01_17",16.0236351
"4109","701-800",5,"2013_01_25",15.9121782
"4110","701-800",5,"2013_02_02",19.2400707
"4111","701-800",5,"2013_02_10",19.6909618
"4112","701-800",5,"2013_02_18",19.9282461
"4113","701-800",5,"2013_02_26",22.972942
"4114","701-800",5,"2013_03_06",26.0124611
"4115","701-800",5,"2013_03_14",25.5917822
"4116","701-800",5,"2013_03_22",23.0315842
"4117","701-800",5,"2013_03_30",28.6859264
"4118","701-800",5,"2013_04_07",32.4858133
"4119","701-800",5,"2013_04_15",31.8842008
"4120","701-800",5,"2013_04_23",34.2045969
"4121","701-800",5,"2013_05_01",36.0911315
"4122","701-800",5,"2013_05_09",38.5394201
"4123","701-800",5,"2013_05_17",39.1063508
"4124","701-800",5,"2013_05_25",37.6012588
"4125","701-800",5,"2013_06_02",34.0740453
"4126","701-800",5,"2013_06_18",27.6025035
"4127","701-800",5,"2013_06_26",27.9334795
"4128","701-800",5,"2013_07_04",26.0694901
"4129","701-800",5,"2013_07_20",28.9982037
"4130","701-800",5,"2013_07_28",27.8707571
"4131","701-800",5,"2013_08_13",NA
"4132","701-800",5,"2013_08_21",27.4887553
"4133","701-800",5,"2013_08_29",27.0111033
"4134","701-800",5,"2013_09_06",26.7371004
"4135","701-800",5,"2013_09_14",28.0129703
"4136","701-800",5,"2013_09_22",27.0094908
"4137","701-800",5,"2013_09_30",26.1907921
"4138","701-800",5,"2013_10_08",25.6224157
"4139","701-800",5,"2013_10_16",26.1364215
"4140","701-800",5,"2013_10_24",25.9198444
"4141","701-800",5,"2013_11_01",22.7675389
"4142","701-800",5,"2013_11_09",22.3820792
"4143","701-800",5,"2013_11_17",21.8826167
"4144","701-800",5,"2013_11_25",22.7476803
"4145","701-800",5,"2013_12_03",20.5462942
"4146","701-800",5,"2013_12_11",19.8177793
"4147","701-800",5,"2013_12_19",16.9635785
"4148","701-800",5,"2013_12_27",16.6535926
"4149","701-800",5,"2014_01_01",17.147058
"4150","701-800",5,"2014_01_09",16.9881047
"4151","701-800",5,"2014_01_17",17.5223904
"4152","701-800",5,"2014_01_25",18.191867
"4153","701-800",5,"2014_02_02",18.1636917
"4154","701-800",5,"2014_02_10",18.0328006
"4155","701-800",5,"2014_02_18",19.9466902
"4156","701-800",5,"2014_02_26",20.7606365
"4157","701-800",5,"2014_03_06",23.1928006
"4158","701-800",5,"2014_03_14",26.9849081
"4159","701-800",5,"2014_03_22",25.6190523
"4160","701-800",5,"2014_03_30",27.6638897
"4161","701-800",5,"2014_04_07",29.838232
"4162","701-800",5,"2014_04_15",30.6098303
"4163","701-800",5,"2014_04_23",36.6543847
"4164","701-800",5,"2014_05_01",36.4833805
"4165","701-800",5,"2014_05_09",35.2974965
"4166","701-800",5,"2014_05_17",36.0344413
"4167","701-800",5,"2014_05_25",37.0211174
"4168","701-800",5,"2014_06_02",42.2223904
"4169","701-800",5,"2014_06_10",39.0582885
"4170","701-800",5,"2014_06_18",33.921768
"4171","701-800",5,"2014_06_26",34.6448798
"4172","701-800",5,"2014_07_04",30.5900566
"4173","701-800",5,"2014_07_20",28.878595
"4174","701-800",5,"2014_07_28",NA
"4175","701-800",5,"2014_08_05",NA
"4176","701-800",5,"2014_08_13",27.9739038
"4177","701-800",5,"2014_08_21",28.7848515
"4178","701-800",5,"2014_08_29",28.77
"4179","701-800",5,"2014_09_06",27.4825884
"4180","701-800",5,"2014_09_14",27.5526874
"4181","701-800",5,"2014_09_22",27.4034371
"4182","701-800",5,"2014_09_30",26.3809194
"4183","701-800",5,"2014_10_08",27.4086139
"4184","701-800",5,"2014_10_16",25.6005233
"4185","701-800",5,"2014_10_24",25.6642291
"4186","701-800",5,"2014_11_01",25.9875672
"4187","701-800",5,"2014_11_09",24.3535644
"4188","701-800",5,"2014_11_17",22.6731117
"4189","701-800",5,"2014_11_25",23.4471994
"4190","701-800",5,"2014_12_03",21.1792786
"4191","701-800",5,"2014_12_11",18.0737624
"4192","701-800",5,"2014_12_19",14.3099151
"4193","701-800",5,"2014_12_27",15.9279632
"4194","701-800",5,"2015_01_01",18.2851344
"4195","701-800",5,"2015_01_09",16.5001273
"4196","701-800",5,"2015_01_17",15.53314
"4197","701-800",5,"2015_01_25",16.6178076
"4198","701-800",5,"2015_02_02",17.6623338
"4199","701-800",5,"2015_02_10",20.2178359
"4200","701-800",5,"2015_02_18",24.4354314
"4201","701-800",5,"2015_02_26",19.5117539
"4202","701-800",5,"2015_03_06",22.0906789
"4203","701-800",5,"2015_03_14",24.9631825
"4204","701-800",5,"2015_03_22",29.0695757
"4205","701-800",5,"2015_03_30",25.7357143
"4206","701-800",5,"2015_04_07",29.3498303
"4207","701-800",5,"2015_04_15",28.6677652
"4208","701-800",5,"2015_04_23",31.6354031
"4209","701-800",5,"2015_05_01",34.5691796
"4210","701-800",5,"2015_05_09",33.6184866
"4211","701-800",5,"2015_05_17",38.4352051
"4212","701-800",5,"2015_05_25",38.9447383
"4213","701-800",5,"2015_06_02",35.0820792
"4214","701-800",5,"2015_06_10",37.8994484
"4215","701-800",5,"2015_06_18",33.0795615
"4216","701-800",5,"2015_06_26",33.9253607
"4217","701-800",5,"2015_07_12",NA
"4218","701-800",5,"2015_07_20",28.9364215
"4219","701-800",5,"2015_07_28",28.0699151
"4220","701-800",5,"2015_08_05",28.1386747
"4221","701-800",5,"2015_08_13",26.823239
"4222","701-800",5,"2015_08_21",27.6897454
"4223","701-800",5,"2015_08_29",27.614413
"4224","701-800",5,"2015_09_06",29.5642008
"4225","701-800",5,"2015_09_14",27.7568458
"4226","701-800",5,"2015_09_22",26.8013437
"4227","701-800",5,"2015_09_30",28.5881612
"4228","701-800",5,"2015_10_08",27.5948373
"4229","701-800",5,"2015_10_16",27.0776662
"4230","701-800",5,"2015_10_24",24.4271994
"4231","701-800",5,"2015_11_01",24.5451344
"4232","701-800",5,"2015_11_09",24.501768
"4233","701-800",5,"2015_11_17",24.0608345
"4234","701-800",5,"2015_11_25",21.9620226
"4235","701-800",5,"2015_12_03",21.5437765
"4236","701-800",5,"2015_12_11",17.408925
"4237","701-800",5,"2015_12_19",17.4793635
"4238","701-800",5,"2015_12_27",18.9705375
"4239","701-800",5,"2016_01_01",18.9624752
"4240","701-800",5,"2016_01_09",16.8977228
"4241","701-800",5,"2016_01_17",16.604116
"4242","701-800",5,"2016_01_25",17.8404102
"4243","701-800",5,"2016_02_02",20.9797313
"4244","701-800",5,"2016_02_10",22.1737341
"4245","701-800",5,"2016_02_18",27.5848515
"4246","701-800",5,"2016_02_26",25.8335644
"4247","701-800",5,"2016_03_05",28.5128289
"4248","701-800",5,"2016_03_13",25.3728571
"4249","701-800",5,"2016_03_21",29.5509618
"4250","701-800",5,"2016_03_29",33.5113579
"4251","701-800",5,"2016_04_06",34.0328289
"4252","701-800",5,"2016_04_14",37.7948091
"4253","701-800",5,"2016_04_22",38.8703112
"4254","701-800",5,"2016_04_30",39.719703
"4255","701-800",5,"2016_05_08",36.7957992
"4256","701-800",5,"2016_05_16",40.3868883
"4257","701-800",5,"2016_05_24",35.3164498
"4258","701-800",5,"2016_06_01",37.5410891
"4259","701-800",5,"2016_06_09",33.1284724
"4260","701-800",5,"2016_06_17",27.5122914
"4261","701-800",5,"2016_06_25",30.3425953
"4262","701-800",5,"2016_07_03",29.185389
"4263","701-800",5,"2016_07_19",29.7524611
"4264","701-800",5,"2016_07_27",NA
"4265","701-800",5,"2016_08_04",27.8213124
"4266","701-800",5,"2016_08_12",28.6414286
"4267","701-800",5,"2016_08_20",25.790255
"4268","701-800",5,"2016_08_28",28.7909335
"4269","701-800",5,"2016_09_05",26.6177793
"4270","701-800",5,"2016_09_13",28.194215
"4271","701-800",5,"2016_09_21",26.8496322
"4272","701-800",5,"2016_09_29",26.7012871
"4273","701-800",5,"2016_10_07",28.0362801
"4274","701-800",5,"2016_10_15",27.778232
"4275","701-800",5,"2016_10_23",27.275884
"4276","701-800",5,"2016_10_31",26.1124328
"4277","701-800",5,"2016_11_08",25.0367893
"4278","701-800",5,"2016_11_16",23.9116973
"4279","701-800",5,"2016_11_24",24.527454
"4280","701-800",5,"2016_12_02",22.4492645
"4281","701-800",5,"2016_12_10",20.107454
"4282","701-800",5,"2016_12_18",21.4281895
"4283","701-800",5,"2016_12_26",18.4638897
"4284","701-800",5,"2017_01_01",18.6910184
"4285","701-800",5,"2017_01_09",15.5982037
"4286","701-800",5,"2017_01_17",17.2108487
"4287","701-800",5,"2017_01_25",16.9766478
"4288","701-800",5,"2017_02_02",16.4034653
"4289","701-800",5,"2017_02_10",21.9903112
"4290","701-800",5,"2017_02_18",24.1617963
"4291","701-800",5,"2017_02_26",25.211669
"4292","701-800",5,"2017_03_06",21.2548373
"4293","701-800",5,"2017_03_14",25.323041
"4294","701-800",5,"2017_03_22",33.3380057
"4295","701-800",5,"2017_03_30",37.797157
"4296","701-800",5,"2017_04_07",33.4486421
"4297","701-800",5,"2017_04_15",34.6282744
"4298","701-800",5,"2017_04_23",34.856959
"4299","701-800",5,"2017_05_01",37.3003253
"4300","701-800",5,"2017_05_09",37.2587694
"4301","701-800",5,"2017_05_17",37.3282744
"4302","701-800",5,"2017_05_25",39.2083593
"4303","701-800",5,"2017_06_02",38.7967327
"4304","701-800",5,"2017_06_10",36.7126025
"4305","701-800",5,"2017_06_18",32.3721216
"4306","701-800",5,"2017_06_26",NA
"4307","701-800",5,"2017_07_04",30.6421358
"4308","701-800",5,"2017_07_12",29.8579208
"4309","701-800",5,"2017_07_20",29.4062264
"4310","701-800",5,"2017_08_05",23.9841361
"4311","701-800",5,"2017_08_13",27.2831825
"4312","701-800",5,"2017_08_21",26.9571853
"4313","701-800",5,"2017_08_29",26.9595332
"4314","701-800",5,"2017_09_06",27.4536775
"4315","701-800",5,"2017_09_14",28.1568741
"4316","701-800",5,"2017_09_22",27.6752617
"4317","701-800",5,"2017_09_30",28.4097737
"4318","701-800",5,"2017_10_08",27.7948091
"4319","701-800",5,"2017_10_16",28.0301697
"4320","701-800",5,"2017_10_24",25.1021075
"4321","701-800",5,"2017_11_01",24.5269731
"4322","701-800",5,"2017_11_09",21.6521216
"4323","701-800",5,"2017_11_17",20.8211457
"4324","701-800",5,"2017_11_25",20.7030693
"4325","701-800",5,"2017_12_03",21.7238614
"4326","701-800",5,"2017_12_11",18.1768175
"4327","701-800",5,"2017_12_19",19.358628
"4328","701-800",5,"2017_12_27",19.0453607
"4329","701-800",5,"2018_01_01",16.1186563
"4330","701-800",5,"2018_01_09",18.7704526
"4331","701-800",5,"2018_01_17",19.4501132
"4332","701-800",5,"2018_01_25",18.7778925
"4333","701-800",5,"2018_02_02",20.9509335
"4334","701-800",5,"2018_02_10",19.1924328
"4335","701-800",5,"2018_02_18",23.4314144
"4336","701-800",5,"2018_02_26",24.9637765
"4337","701-800",5,"2018_03_06",29.5233239
"4338","701-800",5,"2018_03_14",30.6218529
"4339","701-800",5,"2018_03_22",32.4945545
"4340","701-800",5,"2018_03_30",31.0709901
"4341","701-800",5,"2018_04_07",32.628925
"4342","701-800",5,"2018_04_15",35.5934512
"4343","701-800",5,"2018_04_23",36.5818529
"4344","701-800",5,"2018_05_01",34.8994484
"4345","701-800",5,"2018_05_09",36.2329986
"4346","701-800",5,"2018_05_17",40.8145827
"4347","701-800",5,"2018_05_25",41.1648798
"4348","701-800",5,"2018_06_02",34.8176662
"4349","701-800",5,"2018_06_10",39.5270297
"4350","701-800",5,"2018_06_18",35.6780339
"4351","701-800",5,"2018_07_04",30.4635219
"4352","701-800",5,"2018_07_28",27.8920368
"4353","701-800",5,"2018_08_13",29.9590085
"4354","701-800",5,"2018_08_21",27.7165912
"4355","701-800",5,"2018_08_29",NA
"4356","701-800",5,"2018_09_06",26.211669
"4357","701-800",5,"2018_09_14",27.0828713
"4358","701-800",5,"2018_09_22",26.7164498
"4359","701-800",5,"2018_09_30",26.0376379
"4360","701-800",5,"2018_10_08",25.3310467
"4361","701-800",5,"2018_10_16",25.1863508
"4362","701-800",5,"2018_10_24",24.0364215
"4363","701-800",5,"2018_11_01",22.7612023
"4364","701-800",5,"2018_11_09",21.948925
"4365","701-800",5,"2018_11_17",21.6014851
"4366","701-800",5,"2018_11_25",20.9274257
"4367","701-800",5,"2018_12_03",18.2694342
"4368","701-800",5,"2018_12_11",18.2720085
"4369","701-800",5,"2018_12_19",17.5738755
"4370","701-800",5,"2018_12_27",16.6223621
"4371","701-800",5,"2019_01_01",17.564314
"4372","701-800",5,"2019_01_09",16.6876803
"4373","701-800",5,"2019_01_17",16.9659264
"4374","701-800",5,"2019_01_25",15.9225601
"4375","701-800",5,"2019_02_02",18.3086704
"4376","701-800",5,"2019_02_10",18.6335361
"4377","701-800",5,"2019_02_18",19.1544979
"4378","701-800",5,"2019_02_26",18.7827016
"4379","701-800",5,"2019_03_06",23.2516124
"4380","701-800",5,"2019_03_14",24.4636917
"4381","701-800",5,"2019_03_22",26.0556294
"4382","701-800",5,"2019_03_30",31.8214851
"4383","701-800",5,"2019_04_07",28.9559689
"4384","701-800",5,"2019_04_15",31.2724894
"4385","701-800",5,"2019_04_23",33.9732532
"4386","701-800",5,"2019_05_01",38.3814003
"4387","701-800",5,"2019_05_09",34.2906506
"4388","701-800",5,"2019_05_17",37.942645
"4389","701-800",5,"2019_05_25",40.0750071
"4390","701-800",5,"2019_06_02",38.6208911
"4391","701-800",5,"2019_06_10",38.9459264
"4392","701-800",5,"2019_06_18",36.867058
"4393","701-800",5,"2019_06_26",34.7022207
"4394","701-800",5,"2019_07_04",30.5497171
"4395","701-800",5,"2019_07_20",31.4537341
"4396","701-800",5,"2019_07_28",26.0465619
"4397","701-800",5,"2019_08_13",28.0346393
"4398","701-800",5,"2019_08_21",27.8693494
"4399","701-800",5,"2019_08_29",25.1606082
"4400","701-800",5,"2019_09_06",27.3088967
"4401","701-800",5,"2019_09_14",27.0662093
"4402","701-800",5,"2019_09_22",26.8590806
"4403","701-800",5,"2019_09_30",24.2485007
"4404","701-800",5,"2019_10_08",25.608727
"4405","701-800",5,"2019_10_16",25.857157
"4406","701-800",5,"2019_10_24",23.6216266
"4407","701-800",5,"2019_11_01",23.2774399
"4408","701-800",5,"2019_11_09",23.2573833
"4409","701-800",5,"2019_11_17",21.1924894
"4410","701-800",5,"2019_11_25",20.1386846
"4411","701-800",5,"2019_12_03",19.5408911
"4412","701-800",5,"2019_12_11",15.1051627
"4413","701-800",5,"2019_12_19",14.6455304
"4414","701-800",5,"2019_12_27",11.5426733
"4415","701-800",5,"2020_01_01",16.860297
"4416","701-800",5,"2020_01_09",13.720495
"4417","701-800",5,"2020_01_17",16.1260962
"4418","701-800",5,"2020_01_25",16.1667185
"4419","701-800",5,"2020_02_02",16.7923197
"4420","701-800",5,"2020_02_10",20.1174116
"4421","701-800",5,"2020_02_18",22.1917256
"4422","701-800",5,"2020_02_26",21.6187129
"4423","701-800",5,"2020_03_05",22.1658982
"4424","701-800",5,"2020_03_13",21.9471429
"4425","701-800",5,"2020_03_21",26.7928854
"4426","701-800",5,"2020_03_29",27.5252758
"4427","701-800",5,"2020_04_06",30.9338755
"4428","701-800",5,"2020_04_14",28.5251344
"4429","701-800",5,"2020_04_22",32.5581188
"4430","701-800",5,"2020_04_30",30.8283593
"4431","701-800",5,"2020_05_08",35.2479349
"4432","701-800",5,"2020_05_16",38.5206365
"4433","701-800",5,"2020_05_24",39.7394484
"4434","701-800",5,"2020_06_01",31.9998161
"4435","701-800",5,"2020_06_09",35.2356577
"4436","701-800",5,"2020_06_17",31.3559972
"4437","701-800",5,"2020_06_25",33.8451061
"4438","701-800",5,"2020_07_03",27.9670393
"4439","701-800",5,"2020_07_11",27.5501697
"4440","701-800",5,"2020_07_19",27.9531117
"4441","701-800",5,"2020_07_27",29.3968458
"4442","701-800",5,"2020_08_04",30.4675389
"4443","701-800",5,"2020_08_12",26.3550789
"4444","701-800",5,"2020_08_20",NA
"4445","701-800",5,"2020_08_28",26.9952051
"4446","701-800",5,"2020_09_05",27.7228713
"4447","701-800",5,"2020_09_13",28.897553
"4448","701-800",5,"2020_09_21",28.1150919
"4449","701-800",5,"2020_09_29",30.4124045
"4450","701-800",5,"2020_10_07",29.4592221
"4451","701-800",5,"2020_10_15",28.9441443
"4452","701-800",5,"2020_10_23",27.4289816
