"","elev_zone","layer","date","lst"
"2228","501-600",3,"2010_11_25",20.7059453
"2229","501-600",3,"2010_12_03",20.0808712
"2230","501-600",3,"2010_12_11",18.7979889
"2231","501-600",3,"2010_12_19",17.9711631
"2232","501-600",3,"2010_12_27",11.4260762
"2233","501-600",3,"2011_01_01",11.990474
"2234","501-600",3,"2011_01_09",14.2128174
"2235","501-600",3,"2011_01_17",17.4221733
"2236","501-600",3,"2011_01_25",17.7532391
"2237","501-600",3,"2011_02_02",19.7924096
"2238","501-600",3,"2011_02_10",18.0690176
"2239","501-600",3,"2011_02_18",19.9721826
"2240","501-600",3,"2011_02_26",22.4864411
"2241","501-600",3,"2011_03_06",26.1179935
"2242","501-600",3,"2011_03_14",27.6762604
"2243","501-600",3,"2011_03_22",31.240088
"2244","501-600",3,"2011_03_30",30.7953475
"2245","501-600",3,"2011_04_07",31.9784569
"2246","501-600",3,"2011_04_15",34.0376784
"2247","501-600",3,"2011_04_23",35.7201622
"2248","501-600",3,"2011_05_01",35.473114
"2249","501-600",3,"2011_05_09",40.211279
"2250","501-600",3,"2011_05_17",33.3075116
"2251","501-600",3,"2011_05_25",32.8300371
"2252","501-600",3,"2011_06_02",33.158582
"2253","501-600",3,"2011_06_10",28.899912
"2254","501-600",3,"2011_06_18",30.3095273
"2255","501-600",3,"2011_06_26",28.0960565
"2256","501-600",3,"2011_07_04",28.7582067
"2257","501-600",3,"2011_07_12",28.9287766
"2258","501-600",3,"2011_07_28",26.3741921
"2259","501-600",3,"2011_08_05",25.2181818
"2260","501-600",3,"2011_08_13",28.237767
"2261","501-600",3,"2011_08_29",29.051279
"2262","501-600",3,"2011_09_06",28.166526
"2263","501-600",3,"2011_09_14",27.6127943
"2264","501-600",3,"2011_09_22",28.1571084
"2265","501-600",3,"2011_09_30",27.0232113
"2266","501-600",3,"2011_10_08",28.9112465
"2267","501-600",3,"2011_10_16",27.3067702
"2268","501-600",3,"2011_10_24",25.3093095
"2269","501-600",3,"2011_11_01",24.7332854
"2270","501-600",3,"2011_11_09",24.2068814
"2271","501-600",3,"2011_11_17",23.653202
"2272","501-600",3,"2011_11_25",22.365987
"2273","501-600",3,"2011_12_03",22.185051
"2274","501-600",3,"2011_12_11",17.6851529
"2275","501-600",3,"2011_12_19",18.0684708
"2276","501-600",3,"2011_12_27",20.0157831
"2277","501-600",3,"2012_01_01",17.3799271
"2278","501-600",3,"2012_01_09",14.2817748
"2279","501-600",3,"2012_01_17",18.2839805
"2280","501-600",3,"2012_01_25",17.9281557
"2281","501-600",3,"2012_02_02",17.9801437
"2282","501-600",3,"2012_02_10",18.1113346
"2283","501-600",3,"2012_02_18",22.2213531
"2284","501-600",3,"2012_02_26",23.8089666
"2285","501-600",3,"2012_03_05",23.4428916
"2286","501-600",3,"2012_03_13",27.5052734
"2287","501-600",3,"2012_03_21",30.2574282
"2288","501-600",3,"2012_03_29",33.3575348
"2289","501-600",3,"2012_04_06",33.1109731
"2290","501-600",3,"2012_04_14",31.0255885
"2291","501-600",3,"2012_04_22",33.7565431
"2292","501-600",3,"2012_04_30",35.9910148
"2293","501-600",3,"2012_05_08",36.7511029
"2294","501-600",3,"2012_05_16",38.086126
"2295","501-600",3,"2012_05_24",41.1978128
"2296","501-600",3,"2012_06_01",38.1101993
"2297","501-600",3,"2012_06_09",41.6210009
"2298","501-600",3,"2012_06_17",39.5429425
"2299","501-600",3,"2012_06_25",38.5228452
"2300","501-600",3,"2012_07_03",34.9814995
"2301","501-600",3,"2012_07_11",30.2397771
"2302","501-600",3,"2012_07_19",31.6979935
"2303","501-600",3,"2012_07_27",26.8173904
"2304","501-600",3,"2012_08_04",26.0925681
"2305","501-600",3,"2012_08_12",26.9954419
"2306","501-600",3,"2012_08_28",25.5897338
"2307","501-600",3,"2012_09_05",28.1755097
"2308","501-600",3,"2012_09_13",25.542069
"2309","501-600",3,"2012_09_21",28.3022799
"2310","501-600",3,"2012_09_29",28.2340454
"2311","501-600",3,"2012_10_07",26.9542864
"2312","501-600",3,"2012_10_15",25.4658434
"2313","501-600",3,"2012_10_23",24.663772
"2314","501-600",3,"2012_10_31",24.4599073
"2315","501-600",3,"2012_11_08",22.6222243
"2316","501-600",3,"2012_11_16",22.4883457
"2317","501-600",3,"2012_11_24",20.4985867
"2318","501-600",3,"2012_12_02",19.9676321
"2319","501-600",3,"2012_12_10",17.2835264
"2320","501-600",3,"2012_12_18",17.6862882
"2321","501-600",3,"2012_12_26",15.1675255
"2322","501-600",3,"2013_01_01",10.8502701
"2323","501-600",3,"2013_01_09",18.9743559
"2324","501-600",3,"2013_01_17",15.8314968
"2325","501-600",3,"2013_01_25",16.2582252
"2326","501-600",3,"2013_02_02",19.21443
"2327","501-600",3,"2013_02_10",19.8441335
"2328","501-600",3,"2013_02_18",20.4109268
"2329","501-600",3,"2013_02_26",23.7073726
"2330","501-600",3,"2013_03_06",26.4278452
"2331","501-600",3,"2013_03_14",26.1228962
"2332","501-600",3,"2013_03_22",23.5517655
"2333","501-600",3,"2013_03_30",29.4172845
"2334","501-600",3,"2013_04_07",32.6895829
"2335","501-600",3,"2013_04_15",32.5108712
"2336","501-600",3,"2013_04_23",34.4108758
"2337","501-600",3,"2013_05_01",36.7603568
"2338","501-600",3,"2013_05_09",38.5953753
"2339","501-600",3,"2013_05_17",39.5071826
"2340","501-600",3,"2013_05_25",38.2795088
"2341","501-600",3,"2013_06_02",34.6047683
"2342","501-600",3,"2013_06_18",28.8482715
"2343","501-600",3,"2013_06_26",29.2625255
"2344","501-600",3,"2013_07_04",26.497715
"2345","501-600",3,"2013_07_20",28.7365051
"2346","501-600",3,"2013_07_28",28.2501777
"2347","501-600",3,"2013_08_13",27.055
"2348","501-600",3,"2013_08_21",28.1463994
"2349","501-600",3,"2013_08_29",27.5771316
"2350","501-600",3,"2013_09_06",27.0892354
"2351","501-600",3,"2013_09_14",28.7327294
"2352","501-600",3,"2013_09_22",27.4109917
"2353","501-600",3,"2013_09_30",27.4676043
"2354","501-600",3,"2013_10_08",26.8656925
"2355","501-600",3,"2013_10_16",26.823823
"2356","501-600",3,"2013_10_24",26.7668026
"2357","501-600",3,"2013_11_01",23.7376877
"2358","501-600",3,"2013_11_09",23.254949
"2359","501-600",3,"2013_11_17",22.7186747
"2360","501-600",3,"2013_11_25",23.6726228
"2361","501-600",3,"2013_12_03",21.1728221
"2362","501-600",3,"2013_12_11",20.7105607
"2363","501-600",3,"2013_12_19",17.2417887
"2364","501-600",3,"2013_12_27",17.1725626
"2365","501-600",3,"2014_01_01",16.9775255
"2366","501-600",3,"2014_01_09",17.3203336
"2367","501-600",3,"2014_01_17",17.9972104
"2368","501-600",3,"2014_01_25",18.3642215
"2369","501-600",3,"2014_02_02",18.3281325
"2370","501-600",3,"2014_02_10",18.6917285
"2371","501-600",3,"2014_02_18",20.6372289
"2372","501-600",3,"2014_02_26",20.7817563
"2373","501-600",3,"2014_03_06",23.8312326
"2374","501-600",3,"2014_03_14",27.2978221
"2375","501-600",3,"2014_03_22",26.1229333
"2376","501-600",3,"2014_03_30",28.6107368
"2377","501-600",3,"2014_04_07",30.2802873
"2378","501-600",3,"2014_04_15",31.1940871
"2379","501-600",3,"2014_04_23",37.4407785
"2380","501-600",3,"2014_05_01",37.6548193
"2381","501-600",3,"2014_05_09",35.8373957
"2382","501-600",3,"2014_05_17",37.238721
"2383","501-600",3,"2014_05_25",37.6674235
"2384","501-600",3,"2014_06_02",42.822873
"2385","501-600",3,"2014_06_10",39.7508156
"2386","501-600",3,"2014_06_18",34.227975
"2387","501-600",3,"2014_06_26",34.9610612
"2388","501-600",3,"2014_07_04",30.8988693
"2389","501-600",3,"2014_07_20",29.1436545
"2390","501-600",3,"2014_07_28",25.3522642
"2391","501-600",3,"2014_08_05",28.6142857
"2392","501-600",3,"2014_08_13",27.6584198
"2393","501-600",3,"2014_08_21",29.3568072
"2394","501-600",3,"2014_08_29",29.8380399
"2395","501-600",3,"2014_09_06",27.7556348
"2396","501-600",3,"2014_09_14",28.8046988
"2397","501-600",3,"2014_09_22",28.2558851
"2398","501-600",3,"2014_09_30",27.0191659
"2399","501-600",3,"2014_10_08",28.4998378
"2400","501-600",3,"2014_10_16",26.5444439
"2401","501-600",3,"2014_10_24",26.4395412
"2402","501-600",3,"2014_11_01",26.977405
"2403","501-600",3,"2014_11_09",25.32962
"2404","501-600",3,"2014_11_17",23.4174189
"2405","501-600",3,"2014_11_25",24.229722
"2406","501-600",3,"2014_12_03",22.4673587
"2407","501-600",3,"2014_12_11",18.5338832
"2408","501-600",3,"2014_12_19",14.9660102
"2409","501-600",3,"2014_12_27",16.0326228
"2410","501-600",3,"2015_01_01",18.5108943
"2411","501-600",3,"2015_01_09",16.3256673
"2412","501-600",3,"2015_01_17",15.1650093
"2413","501-600",3,"2015_01_25",17.5204402
"2414","501-600",3,"2015_02_02",17.8516033
"2415","501-600",3,"2015_02_10",20.5123818
"2416","501-600",3,"2015_02_18",25.144203
"2417","501-600",3,"2015_02_26",19.4217563
"2418","501-600",3,"2015_03_06",22.1275023
"2419","501-600",3,"2015_03_14",25.3841566
"2420","501-600",3,"2015_03_22",29.1497498
"2421","501-600",3,"2015_03_30",25.2929981
"2422","501-600",3,"2015_04_07",29.7551761
"2423","501-600",3,"2015_04_15",29.0236284
"2424","501-600",3,"2015_04_23",32.2470065
"2425","501-600",3,"2015_05_01",35.3925301
"2426","501-600",3,"2015_05_09",35.0290593
"2427","501-600",3,"2015_05_17",39.1356951
"2428","501-600",3,"2015_05_25",39.4201761
"2429","501-600",3,"2015_06_02",35.8036793
"2430","501-600",3,"2015_06_10",38.3342122
"2431","501-600",3,"2015_06_18",33.8815431
"2432","501-600",3,"2015_06_26",34.931696
"2433","501-600",3,"2015_07_12",NA
"2434","501-600",3,"2015_07_20",30.2080491
"2435","501-600",3,"2015_07_28",28.9102873
"2436","501-600",3,"2015_08_05",28.4529111
"2437","501-600",3,"2015_08_13",26.6136212
"2438","501-600",3,"2015_08_21",28.2763624
"2439","501-600",3,"2015_08_29",28.329013
"2440","501-600",3,"2015_09_06",30.3394578
"2441","501-600",3,"2015_09_14",28.4413068
"2442","501-600",3,"2015_09_22",27.3252224
"2443","501-600",3,"2015_09_30",29.3429889
"2444","501-600",3,"2015_10_08",28.2295598
"2445","501-600",3,"2015_10_16",27.7631233
"2446","501-600",3,"2015_10_24",25.347873
"2447","501-600",3,"2015_11_01",25.2497405
"2448","501-600",3,"2015_11_09",25.0772614
"2449","501-600",3,"2015_11_17",24.7544949
"2450","501-600",3,"2015_11_25",22.5505561
"2451","501-600",3,"2015_12_03",22.261469
"2452","501-600",3,"2015_12_11",18.1997312
"2453","501-600",3,"2015_12_19",18.05962
"2454","501-600",3,"2015_12_27",20.0256534
"2455","501-600",3,"2016_01_01",20.1418582
"2456","501-600",3,"2016_01_09",18.4774235
"2457","501-600",3,"2016_01_17",16.7440037
"2458","501-600",3,"2016_01_25",18.0049722
"2459","501-600",3,"2016_02_02",21.5136469
"2460","501-600",3,"2016_02_10",22.6654866
"2461","501-600",3,"2016_02_18",28.1013207
"2462","501-600",3,"2016_02_26",26.4037998
"2463","501-600",3,"2016_03_05",29.0232345
"2464","501-600",3,"2016_03_13",25.6973865
"2465","501-600",3,"2016_03_21",29.7200556
"2466","501-600",3,"2016_03_29",33.546747
"2467","501-600",3,"2016_04_06",34.409722
"2468","501-600",3,"2016_04_14",38.1866033
"2469","501-600",3,"2016_04_22",39.4894161
"2470","501-600",3,"2016_04_30",39.8887396
"2471","501-600",3,"2016_05_08",37.0298656
"2472","501-600",3,"2016_05_16",40.9886098
"2473","501-600",3,"2016_05_24",35.6436562
"2474","501-600",3,"2016_06_01",37.6294254
"2475","501-600",3,"2016_06_09",33.8027294
"2476","501-600",3,"2016_06_17",27.9549166
"2477","501-600",3,"2016_06_25",30.4950233
"2478","501-600",3,"2016_07_03",29.8413577
"2479","501-600",3,"2016_07_19",29.745
"2480","501-600",3,"2016_07_27",32.09
"2481","501-600",3,"2016_08_04",29.0206496
"2482","501-600",3,"2016_08_12",29.2703753
"2483","501-600",3,"2016_08_20",27.2752956
"2484","501-600",3,"2016_08_28",29.4143466
"2485","501-600",3,"2016_09_05",27.6644625
"2486","501-600",3,"2016_09_13",29.0173865
"2487","501-600",3,"2016_09_21",27.6802919
"2488","501-600",3,"2016_09_29",27.3149861
"2489","501-600",3,"2016_10_07",29.1025209
"2490","501-600",3,"2016_10_15",28.8809361
"2491","501-600",3,"2016_10_23",28.6029889
"2492","501-600",3,"2016_10_31",27.2532901
"2493","501-600",3,"2016_11_08",26.145139
"2494","501-600",3,"2016_11_16",25.2060102
"2495","501-600",3,"2016_11_24",25.6268258
"2496","501-600",3,"2016_12_02",23.0960658
"2497","501-600",3,"2016_12_10",21.0221872
"2498","501-600",3,"2016_12_18",21.8953846
"2499","501-600",3,"2016_12_26",18.9738879
"2500","501-600",3,"2017_01_01",19.6720482
"2501","501-600",3,"2017_01_09",15.9297081
"2502","501-600",3,"2017_01_17",17.0158897
"2503","501-600",3,"2017_01_25",17.6991844
"2504","501-600",3,"2017_02_02",17.29557
"2505","501-600",3,"2017_02_10",22.188874
"2506","501-600",3,"2017_02_18",24.6682947
"2507","501-600",3,"2017_02_26",25.7809361
"2508","501-600",3,"2017_03_06",21.8980167
"2509","501-600",3,"2017_03_14",25.7420111
"2510","501-600",3,"2017_03_22",33.5642725
"2511","501-600",3,"2017_03_30",37.9507044
"2512","501-600",3,"2017_04_07",33.7172196
"2513","501-600",3,"2017_04_15",35.0282484
"2514","501-600",3,"2017_04_23",35.2121038
"2515","501-600",3,"2017_05_01",37.5600139
"2516","501-600",3,"2017_05_09",37.4440547
"2517","501-600",3,"2017_05_17",37.9486747
"2518","501-600",3,"2017_05_25",39.7088647
"2519","501-600",3,"2017_06_02",39.1030538
"2520","501-600",3,"2017_06_10",36.8815014
"2521","501-600",3,"2017_06_18",33.1680259
"2522","501-600",3,"2017_06_26",NA
"2523","501-600",3,"2017_07_04",31.0760797
"2524","501-600",3,"2017_07_12",31.0190028
"2525","501-600",3,"2017_07_20",30.0290941
"2526","501-600",3,"2017_08_05",24.1787213
"2527","501-600",3,"2017_08_13",27.8339898
"2528","501-600",3,"2017_08_21",27.6746849
"2529","501-600",3,"2017_08_29",27.9269741
"2530","501-600",3,"2017_09_06",28.0304588
"2531","501-600",3,"2017_09_14",29.1305931
"2532","501-600",3,"2017_09_22",28.1322196
"2533","501-600",3,"2017_09_30",28.8934106
"2534","501-600",3,"2017_10_08",28.2814504
"2535","501-600",3,"2017_10_16",28.5778082
"2536","501-600",3,"2017_10_24",25.7908712
"2537","501-600",3,"2017_11_01",24.7051205
"2538","501-600",3,"2017_11_09",22.0427711
"2539","501-600",3,"2017_11_17",21.2566543
"2540","501-600",3,"2017_11_25",21.20076
"2541","501-600",3,"2017_12_03",22.1539249
"2542","501-600",3,"2017_12_11",18.246177
"2543","501-600",3,"2017_12_19",19.6689157
"2544","501-600",3,"2017_12_27",19.5988832
"2545","501-600",3,"2018_01_01",15.1165431
"2546","501-600",3,"2018_01_09",18.6879008
"2547","501-600",3,"2018_01_17",19.7771223
"2548","501-600",3,"2018_01_25",18.89443
"2549","501-600",3,"2018_02_02",21.2234986
"2550","501-600",3,"2018_02_10",19.9649676
"2551","501-600",3,"2018_02_18",22.4883967
"2552","501-600",3,"2018_02_26",24.5671362
"2553","501-600",3,"2018_03_06",29.9503939
"2554","501-600",3,"2018_03_14",31.2607229
"2555","501-600",3,"2018_03_22",32.9765014
"2556","501-600",3,"2018_03_30",31.5589018
"2557","501-600",3,"2018_04_07",33.5703939
"2558","501-600",3,"2018_04_15",36.427975
"2559","501-600",3,"2018_04_23",37.0692586
"2560","501-600",3,"2018_05_01",35.5522845
"2561","501-600",3,"2018_05_09",36.8256487
"2562","501-600",3,"2018_05_17",41.2904356
"2563","501-600",3,"2018_05_25",41.4886793
"2564","501-600",3,"2018_06_02",35.0006209
"2565","501-600",3,"2018_06_10",39.3344069
"2566","501-600",3,"2018_06_18",36.8232994
"2567","501-600",3,"2018_07_04",30.9040778
"2568","501-600",3,"2018_07_28",28.1382146
"2569","501-600",3,"2018_08_13",29.2718276
"2570","501-600",3,"2018_08_21",27.3782623
"2571","501-600",3,"2018_08_29",27.5777306
"2572","501-600",3,"2018_09_06",25.9850139
"2573","501-600",3,"2018_09_14",27.7095737
"2574","501-600",3,"2018_09_22",26.7509129
"2575","501-600",3,"2018_09_30",26.4577294
"2576","501-600",3,"2018_10_08",25.7876969
"2577","501-600",3,"2018_10_16",25.5842586
"2578","501-600",3,"2018_10_24",24.5949027
"2579","501-600",3,"2018_11_01",23.3618721
"2580","501-600",3,"2018_11_09",22.3818582
"2581","501-600",3,"2018_11_17",22.1137396
"2582","501-600",3,"2018_11_25",21.1500278
"2583","501-600",3,"2018_12_03",19.0359268
"2584","501-600",3,"2018_12_11",18.5628221
"2585","501-600",3,"2018_12_19",17.7427294
"2586","501-600",3,"2018_12_27",16.8675626
"2587","501-600",3,"2019_01_01",17.7053892
"2588","501-600",3,"2019_01_09",17.1089852
"2589","501-600",3,"2019_01_17",17.3540083
"2590","501-600",3,"2019_01_25",16.3894069
"2591","501-600",3,"2019_02_02",18.4239805
"2592","501-600",3,"2019_02_10",18.6680445
"2593","501-600",3,"2019_02_18",18.5544532
"2594","501-600",3,"2019_02_26",19.5158712
"2595","501-600",3,"2019_03_06",24.1664968
"2596","501-600",3,"2019_03_14",25.029861
"2597","501-600",3,"2019_03_22",28.2930538
"2598","501-600",3,"2019_03_30",32.5069231
"2599","501-600",3,"2019_04_07",29.6585589
"2600","501-600",3,"2019_04_15",32.4667655
"2601","501-600",3,"2019_04_23",34.6739203
"2602","501-600",3,"2019_05_01",39.3039574
"2603","501-600",3,"2019_05_09",35.421089
"2604","501-600",3,"2019_05_17",38.3222799
"2605","501-600",3,"2019_05_25",41.0170621
"2606","501-600",3,"2019_06_02",39.2794532
"2607","501-600",3,"2019_06_10",39.1112095
"2608","501-600",3,"2019_06_18",37.2509824
"2609","501-600",3,"2019_06_26",35.5195598
"2610","501-600",3,"2019_07_04",31.3325601
"2611","501-600",3,"2019_07_20",31.1025023
"2612","501-600",3,"2019_07_28",26.8921382
"2613","501-600",3,"2019_08_13",28.3898332
"2614","501-600",3,"2019_08_21",28.4168119
"2615","501-600",3,"2019_08_29",25.7725556
"2616","501-600",3,"2019_09_06",27.2747312
"2617","501-600",3,"2019_09_14",27.7423911
"2618","501-600",3,"2019_09_22",27.3758202
"2619","501-600",3,"2019_09_30",24.6443188
"2620","501-600",3,"2019_10_08",26.1426274
"2621","501-600",3,"2019_10_16",26.4163114
"2622","501-600",3,"2019_10_24",24.3218258
"2623","501-600",3,"2019_11_01",24.1769138
"2624","501-600",3,"2019_11_09",23.9902641
"2625","501-600",3,"2019_11_17",21.8107831
"2626","501-600",3,"2019_11_25",20.6071177
"2627","501-600",3,"2019_12_03",19.5273123
"2628","501-600",3,"2019_12_11",15.6662836
"2629","501-600",3,"2019_12_19",14.7371826
"2630","501-600",3,"2019_12_27",11.3273284
"2631","501-600",3,"2020_01_01",17.3478499
"2632","501-600",3,"2020_01_09",14.0730862
"2633","501-600",3,"2020_01_17",16.5273818
"2634","501-600",3,"2020_01_25",16.3788925
"2635","501-600",3,"2020_02_02",17.2651205
"2636","501-600",3,"2020_02_10",21.3039574
"2637","501-600",3,"2020_02_18",23.0096803
"2638","501-600",3,"2020_02_26",22.160139
"2639","501-600",3,"2020_03_05",22.9254402
"2640","501-600",3,"2020_03_13",22.3872428
"2641","501-600",3,"2020_03_21",27.4677479
"2642","501-600",3,"2020_03_29",28.813962
"2643","501-600",3,"2020_04_06",31.7803244
"2644","501-600",3,"2020_04_14",29.8002595
"2645","501-600",3,"2020_04_22",33.4288137
"2646","501-600",3,"2020_04_30",31.5453661
"2647","501-600",3,"2020_05_08",35.8537766
"2648","501-600",3,"2020_05_16",39.2207831
"2649","501-600",3,"2020_05_24",40.4073401
"2650","501-600",3,"2020_06_01",32.0191613
"2651","501-600",3,"2020_06_09",36.5332623
"2652","501-600",3,"2020_06_17",32.6307461
"2653","501-600",3,"2020_06_25",34.3091057
"2654","501-600",3,"2020_07_03",28.8510606
"2655","501-600",3,"2020_07_11",28.7310797
"2656","501-600",3,"2020_07_19",28.46943
"2657","501-600",3,"2020_07_27",29.3594053
"2658","501-600",3,"2020_08_04",31.1620974
"2659","501-600",3,"2020_08_12",26.9645179
"2660","501-600",3,"2020_08_20",NA
"2661","501-600",3,"2020_08_28",27.7363948
"2662","501-600",3,"2020_09_05",28.5582623
"2663","501-600",3,"2020_09_13",29.6806395
"2664","501-600",3,"2020_09_21",28.8309407
"2665","501-600",3,"2020_09_29",31.3006487
"2666","501-600",3,"2020_10_07",30.4106209
"2667","501-600",3,"2020_10_15",29.621988
"2668","501-600",3,"2020_10_23",28.4278684
"2669","501-600",3,"2020_10_31",26.9287952
"2670","501-600",3,"2020_11_08",25.559481
"2671","501-600",3,"2020_11_16",21.4355514
"2672","501-600",3,"2020_11_24",22.0955746
"2673","501-600",3,"2020_12_02",22.7035449
"2674","501-600",3,"2020_12_10",20.645607
"2675","501-600",3,"2020_12_18",18.4823077
"2676","501-600",3,"2020_12_26",16.0677016
"2677","601-700",4,"2001_01_01",15.0776648
"2678","601-700",4,"2001_01_09",14.815723
"2679","601-700",4,"2001_01_17",18.7803935
"2680","601-700",4,"2001_01_25",22.2126776
"2681","601-700",4,"2001_02_02",21.6058712
"2682","601-700",4,"2001_02_10",22.6675881
"2683","601-700",4,"2001_02_18",22.8842667
"2684","601-700",4,"2001_02_26",25.3552223
"2685","601-700",4,"2001_03_06",26.1525447
"2686","601-700",4,"2001_03_14",30.0873531
"2687","601-700",4,"2001_03_22",30.6635514
"2688","601-700",4,"2001_03_30",31.1804037
"2689","601-700",4,"2001_04_07",36.435396
"2690","601-700",4,"2001_04_15",33.6090087
"2691","601-700",4,"2001_04_23",39.274139
"2692","601-700",4,"2001_05_01",37.1940777
"2693","601-700",4,"2001_05_09",38.1150792
"2694","601-700",4,"2001_05_17",34.6057384
"2695","601-700",4,"2001_05_25",33.3126265
"2696","601-700",4,"2001_06_02",28.9456464
"2697","601-700",4,"2001_06_10",33.8824272
"2698","601-700",4,"2001_07_04",27.4850314
"2699","601-700",4,"2001_07_12",20.3329523
"2700","601-700",4,"2001_07_28",27.4141676
"2701","601-700",4,"2001_08_05",29.2208738
"2702","601-700",4,"2001_08_13",27.1136587
"2703","601-700",4,"2001_08_21",26.7281094
"2704","601-700",4,"2001_08_29",27.0298263
"2705","601-700",4,"2001_09_06",27.1878436
"2706","601-700",4,"2001_09_14",27.6711139
"2707","601-700",4,"2001_09_22",29.0509607
"2708","601-700",4,"2001_09_30",27.5019264
"2709","601-700",4,"2001_10_08",27.6160092
"2710","601-700",4,"2001_10_16",26.3462391
"2711","601-700",4,"2001_10_24",25.7915227
"2712","601-700",4,"2001_11_01",25.0106847
"2713","601-700",4,"2001_11_09",25.0489985
"2714","601-700",4,"2001_11_17",23.5624067
"2715","601-700",4,"2001_11_25",22.3179612
"2716","601-700",4,"2001_12_03",21.1134951
"2717","601-700",4,"2001_12_11",19.5058099
"2718","601-700",4,"2001_12_19",19.2075779
"2719","601-700",4,"2001_12_27",14.2340572
"2720","601-700",4,"2002_01_01",18.267629
"2721","601-700",4,"2002_01_09",18.4680889
"2722","601-700",4,"2002_01_17",17.3290087
"2723","601-700",4,"2002_01_25",17.7725754
"2724","601-700",4,"2002_02_02",19.1461063
"2725","601-700",4,"2002_02_10",18.9012315
"2726","601-700",4,"2002_02_18",22.6916556
"2727","601-700",4,"2002_02_26",20.755488
"2728","601-700",4,"2002_03_06",22.9560501
"2729","601-700",4,"2002_03_14",28.7462596
"2730","601-700",4,"2002_03_22",34.7192284
"2731","601-700",4,"2002_03_30",29.2998109
"2732","601-700",4,"2002_04_07",31.9773684
"2733","601-700",4,"2002_04_15",36.7575115
"2734","601-700",4,"2002_04_23",30.5524527
"2735","601-700",4,"2002_05_01",35.6607103
"2736","601-700",4,"2002_05_09",38.528232
"2737","601-700",4,"2002_05_17",38.5517578
"2738","601-700",4,"2002_05_25",34.2663413
"2739","601-700",4,"2002_06_02",34.4068625
"2740","601-700",4,"2002_06_10",32.735999
"2741","601-700",4,"2002_06_18",32.4167757
"2742","601-700",4,"2002_06_26",32.1555391
"2743","601-700",4,"2002_07_04",28.5880787
"2744","601-700",4,"2002_07_12",29.0771947
"2745","601-700",4,"2002_07_20",28.7208533
"2746","601-700",4,"2002_07_28",28.2811088
"2747","601-700",4,"2002_08_05",30.3189408
"2748","601-700",4,"2002_08_13",25.5905621
"2749","601-700",4,"2002_08_21",24.91
"2750","601-700",4,"2002_08_29",25.7752325
"2751","601-700",4,"2002_09_06",26.3992693
"2752","601-700",4,"2002_09_14",26.4092948
"2753","601-700",4,"2002_09_22",25.9899285
"2754","601-700",4,"2002_09_30",28.7588196
"2755","601-700",4,"2002_10_08",26.0012519
"2756","601-700",4,"2002_10_16",25.0457997
"2757","601-700",4,"2002_10_24",24.9017731
"2758","601-700",4,"2002_11_01",24.3045222
"2759","601-700",4,"2002_11_09",22.2575626
"2760","601-700",4,"2002_11_17",23.3519622
"2761","601-700",4,"2002_11_25",22.1485897
"2762","601-700",4,"2002_12_03",20.8293766
"2763","601-700",4,"2002_12_11",19.7225192
"2764","601-700",4,"2002_12_19",19.6830404
"2765","601-700",4,"2002_12_27",17.59465
"2766","601-700",4,"2003_01_01",12.9627133
"2767","601-700",4,"2003_01_09",12.9522892
"2768","601-700",4,"2003_01_17",16.110184
"2769","601-700",4,"2003_01_25",19.1955493
"2770","601-700",4,"2003_02_02",18.3896832
"2771","601-700",4,"2003_02_10",19.5417936
"2772","601-700",4,"2003_02_18",22.2471794
"2773","601-700",4,"2003_02_26",23.437675
"2774","601-700",4,"2003_03_06",22.5306745
"2775","601-700",4,"2003_03_14",27.0163056
"2776","601-700",4,"2003_03_22",26.8142003
"2777","601-700",4,"2003_03_30",30.0213235
"2778","601-700",4,"2003_04_07",34.2519315
"2779","601-700",4,"2003_04_15",33.8149463
"2780","601-700",4,"2003_04_23",36.2871691
"2781","601-700",4,"2003_05_01",33.9665764
"2782","601-700",4,"2003_05_09",36.626791
"2783","601-700",4,"2003_05_17",41.3855033
"2784","601-700",4,"2003_05_25",40.8587583
"2785","601-700",4,"2003_06_02",39.7877312
"2786","601-700",4,"2003_06_10",35.5057282
"2787","601-700",4,"2003_06_18",32.0408329
"2788","601-700",4,"2003_06_26",26.4700102
"2789","601-700",4,"2003_07_04",30.6975698
"2790","601-700",4,"2003_07_12",NA
"2791","601-700",4,"2003_07_20",28.9616914
"2792","601-700",4,"2003_07_28",25.98376
"2793","601-700",4,"2003_08_05",29.2427282
"2794","601-700",4,"2003_08_21",26.7821125
"2795","601-700",4,"2003_09_06",27.8140164
"2796","601-700",4,"2003_09_14",26.8818365
"2797","601-700",4,"2003_09_22",26.5063822
"2798","601-700",4,"2003_09_30",27.3240726
"2799","601-700",4,"2003_10_08",27.091349
"2800","601-700",4,"2003_10_16",26.3612826
"2801","601-700",4,"2003_10_24",25.2444916
"2802","601-700",4,"2003_11_01",25.2406898
"2803","601-700",4,"2003_11_09",23.1622943
"2804","601-700",4,"2003_11_17",21.0889065
"2805","601-700",4,"2003_11_25",20.4355391
"2806","601-700",4,"2003_12_03",20.9827951
"2807","601-700",4,"2003_12_11",20.5198825
"2808","601-700",4,"2003_12_19",14.5294992
"2809","601-700",4,"2003_12_27",13.7820184
"2810","601-700",4,"2004_01_01",17.0483751
"2811","601-700",4,"2004_01_09",17.8466684
"2812","601-700",4,"2004_01_17",15.4279458
"2813","601-700",4,"2004_01_25",15.9039397
